Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Upstream	chr8	071591223	071593057	uc009mec.1	Pgls	+	-0043	Mus musculus 6-phosphogluconolactonase (Pgls), mRNA.	NA	NA
Intron	chr8	071610503	071612729	uc009mee.2	Glt25d1	+	+0593	Mus musculus glycosyltransferase 25 domain containing 1 (Glt25d1), mRNA.	NA	NA
3'UTR	chr8	071627657	071629823	uc009mei.3	Unc13a	-	+43017	Mus musculus unc-13 homolog A (C. elegans) (Unc13a), mRNA.	NA	NA
Upstream	chr8	071671817	071672174	uc009mei.3	Unc13a	-	-0238	Mus musculus unc-13 homolog A (C. elegans) (Unc13a), mRNA.	NA	NA
Intron	chr8	071675722	071677947	uc009mem.2	Jak3	+	+0452	Mus musculus Janus kinase 3 (Jak3), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071700741	071701581	uc009mes.2	B3gnt3	-	+2373	Mus musculus UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 (B3gnt3), mRNA.	NA	NA
Upstream	chr8	071881641	071882464	uc009mex.2	Zfp709	+	-0015	Mus musculus zinc finger protein 709 (Zfp709), mRNA.	NA	NA
Intron	chr8	071908193	071909309	uc009mey.2	Zfp882	+	+0146	Mus musculus zinc finger protein 882 (Zfp882), mRNA.	NA	NA
Intron	chr8	071922385	071923742	uc009mez.2	Zfp617	+	+0239	Mus musculus zinc finger protein 617 (Zfp617), mRNA.	NA	NA
Upstream	chr8	071950570	071951350	uc012gfw.1	Zfp961	+	-0105	Mus musculus zinc finger protein 961 (Zfp961), mRNA.	NA	NA
Intron	chr8	072134640	072136795	uc009mfi.1	Tpm4	+	+0426	Mus musculus tropomyosin 4 (Tpm4), mRNA.	NA	NA
Intron	chr8	072145442	072147144	uc009mfi.1	Tpm4	+	+11002	Mus musculus tropomyosin 4 (Tpm4), mRNA.	NA	NA
Upstream	chr8	072160187	072160835	uc009mfk.1	Rab8a	+	-0688	Mus musculus RAB8A, member RAS oncogene family (Rab8a), mRNA.	NA	NA
Intron	chr8	072161328	072162380	uc009mfk.1	Rab8a	+	+0655	Mus musculus RAB8A, member RAS oncogene family (Rab8a), mRNA.	NA	NA
Intron	chr8	072168917	072170893	uc009mfk.1	Rab8a	+	+8706	Mus musculus RAB8A, member RAS oncogene family (Rab8a), mRNA.	NA	NA
Intron	chr8	072208185	072208960	uc009mfm.1	Cib3	-	+4265	Mus musculus calcium and integrin binding family member 3 (Cib3), mRNA.	NA	NA
Intron	chr8	072218736	072221046	uc009mfn.1	Fam32a	+	+0162	Mus musculus family with sequence similarity 32, member A (Fam32a), mRNA.	NA	NA
Upstream	chr8	072239078	072240892	uc009mfp.1	Ap1m1	+	-0146	Mus musculus adaptor-related protein complex AP-1, mu subunit 1 (Ap1m1), mRNA.	NA	NA
Exon/CD	chr8	072318557	072320585	uc009mfq.2	Klf2	+	+0510	Mus musculus Kruppel-like factor 2 (lung) (Klf2), mRNA.	NA	NA
Intron	chr8	072352701	072356724	uc009mfr.2	Eps15l1	-	+66762	Mus musculus epidermal growth factor receptor pathway substrate 15-like 1 (Eps15l1), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	072420938	072422266	uc009mfr.2	Eps15l1	-	-0128	Mus musculus epidermal growth factor receptor pathway substrate 15-like 1 (Eps15l1), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr8	072443281	072443621	uc009mfx.1	Calr3	-	+0327	Mus musculus calreticulin 3 (Calr3), transcript variant 1, mRNA.	NA	NA
Intron	chr8	072443978	072444201	uc009mfy.2	1700030K09Rik	+	+0210	Mus musculus RIKEN cDNA 1700030K09 gene (1700030K09Rik), mRNA.	NA	NA
Intron	chr8	072468939	072469374	uc009mga.1	Cherp	-	+6077	Mus musculus calcium homeostasis endoplasmic reticulum protein (Cherp), mRNA.	NA	NA
Upstream	chr8	072474484	072476103	uc009mga.1	Cherp	-	-0060	Mus musculus calcium homeostasis endoplasmic reticulum protein (Cherp), mRNA.	NA	NA
Intron	chr8	072491554	072492566	uc009mge.2	Slc35e1	-	+0554	Mus musculus solute carrier family 35, member E1 (Slc35e1), mRNA.	NA	NA
Intron	chr8	072492919	072493838	uc009mgf.1	AK085371	+	+0445	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630017K22 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr8	072495237	072496308	uc009mgf.1	AK085371	+	+2839	Mus musculus 0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630017K22 product:unclassifiable, full insert sequence.	NA	NA
Upstream	chr8	072547499	072549261	uc009mgg.2	Med26	-	-0070	Mus musculus mediator complex subunit 26 (Med26), mRNA.	NA	NA
Upstream	chr8	072570704	072572249	uc009mgh.1	9130011J15Rik	-	-0428	Mus musculus RIKEN cDNA 9130011J15 gene (9130011J15Rik), mRNA.	NA	NA
Intron	chr8	072723287	072723822	uc009mgq.3	Sin3b	+	+0267	Mus musculus transcriptional regulator, SIN3B (yeast) (Sin3b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	073017513	073017749	uc009mgs.1	Large	-	+334925	Mus musculus like-glycosyltransferase (Large), mRNA.	NA	NA
Intron	chr8	073018134	073018398	uc009mgs.1	Large	-	+334290	Mus musculus like-glycosyltransferase (Large), mRNA.	NA	NA
Intron	chr8	073123868	073124487	uc009mgs.1	Large	-	+228379	Mus musculus like-glycosyltransferase (Large), mRNA.	NA	NA
Intron	chr8	074993578	074994354	uc009mgx.1	Hmgxb4	+	+0264	Mus musculus HMG box domain containing 4 (Hmgxb4), mRNA.	NA	NA
Intron	chr8	075033287	075034682	uc012ggc.1	Tom1	+	+0299	Mus musculus target of myb1 homolog (chicken) (Tom1), transcript variant 2, mRNA.	NA	NA
Upstream	chr8	075088559	075091290	uc009mhc.2	Hmox1	+	-3693	Mus musculus heme oxygenase (decycling) 1 (Hmox1), mRNA.	NA	NA
Upstream	chr8	075088559	075091290	uc009mhc.2	Hmox1	+	-3693	Mus musculus heme oxygenase (decycling) 1 (Hmox1), mRNA.	NA	NA
Upstream	chr8	075092820	075094223	uc009mhc.2	Hmox1	+	-0096	Mus musculus heme oxygenase (decycling) 1 (Hmox1), mRNA.	NA	NA
Upstream	chr8	075108766	075109356	uc009mhd.1	Mcm5	+	-0466	Mus musculus minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae) (Mcm5), mRNA.	NA	NA
Upstream	chr8	076898506	076903127	uc009mhk.2	Gm10649	-	-0643	Mus musculus predicted gene 10649 (Gm10649), non-coding RNA.	NA	NA
Intron	chr8	076906394	076907363	uc009mhl.1	Nr3c2	+	+4371	Mus musculus nuclear receptor subfamily 3, group C, member 2 (Nr3c2), mRNA.	NA	NA
Intron	chr8	076911225	076914474	uc009mhl.1	Nr3c2	+	+10342	Mus musculus nuclear receptor subfamily 3, group C, member 2 (Nr3c2), mRNA.	NA	NA
Intron	chr8	077023707	077024620	uc009mhl.1	Nr3c2	+	+121656	Mus musculus nuclear receptor subfamily 3, group C, member 2 (Nr3c2), mRNA.	NA	NA
Intron	chr8	077043584	077048000	uc009mhl.1	Nr3c2	+	+143285	Mus musculus nuclear receptor subfamily 3, group C, member 2 (Nr3c2), mRNA.	NA	NA
Intron	chr8	077099773	077100905	uc009mhl.1	Nr3c2	+	+197832	Mus musculus nuclear receptor subfamily 3, group C, member 2 (Nr3c2), mRNA.	NA	NA
Intron	chr8	077132583	077134386	uc009mhl.1	Nr3c2	+	+230977	Mus musculus nuclear receptor subfamily 3, group C, member 2 (Nr3c2), mRNA.	NA	NA
3'UTR	chr8	077517280	077517849	uc012ggf.1	0610038B21Rik	+	+0509	Mus musculus RIKEN cDNA 0610038B21 gene (0610038B21Rik), non-coding RNA.	NA	NA
Exon/CD	chr8	077549096	077550044	uc009mhq.1	Prmt10	+	+0174	Mus musculus protein arginine methyltransferase 10 (putative) (Prmt10), mRNA.	NA	NA
Intron	chr8	077723487	077724413	uc009mhu.1	AK135599	+	+64703	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933431K23 product:unclassifiable, full insert sequence.	NA	NA
Upstream	chr8	078508236	078510102	uc009mid.1	Slc10a7	+	-0165	Mus musculus solute carrier family 10 (sodium/bile acid cotransporter family), member 7 (Slc10a7), mRNA.	NA	NA
Intron	chr8	078812005	078813894	uc009mif.2	Lsm6	-	+8203	Mus musculus LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) (Lsm6), transcript variant 1, mRNA.	NA	NA
Intron	chr8	078820219	078821154	uc009mif.2	Lsm6	-	+0466	Mus musculus LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) (Lsm6), transcript variant 1, mRNA.	NA	NA
Intron	chr8	079162398	079163605	uc009mii.1	Zfp827	+	+134565	Mus musculus zinc finger protein 827 (Zfp827), mRNA.	NA	NA
Intron	chr8	079293904	079295885	uc009min.2	Mmaa	-	+0062	Mus musculus methylmalonic aciduria (cobalamin deficiency) type A (Mmaa), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	079370006	079371240	uc009mip.2	Smad1	-	+28845	Mus musculus SMAD family member 1 (Smad1), mRNA.	NA	NA
Intron	chr8	079371851	079373447	uc009mip.2	Smad1	-	+26819	Mus musculus SMAD family member 1 (Smad1), mRNA.	NA	NA
Intron	chr8	079374201	079376053	uc009mip.2	Smad1	-	+24341	Mus musculus SMAD family member 1 (Smad1), mRNA.	NA	NA
Intron	chr8	079398068	079399831	uc009mip.2	Smad1	-	+0519	Mus musculus SMAD family member 1 (Smad1), mRNA.	NA	NA
5'UTR	chr8	079638709	079640695	uc009mis.2	Otud4	+	+0027	Mus musculus OTU domain containing 4 (Otud4), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	079711059	079712154	uc009mit.1	Abce1	-	+0134	Mus musculus ATP-binding cassette, sub-family E (OABP), member 1 (Abce1), mRNA.	NA	NA
5'UTR	chr8	080738553	080740357	uc009mja.2	Smarca5	-	+0004	Mus musculus SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 (Smarca5), mRNA.	NA	NA
Intron	chr8	080810943	080812088	uc009mjb.1	Gab1	-	+68964	Mus musculus growth factor receptor bound protein 2-associated protein 1 (Gab1), mRNA.	NA	NA
Intron	chr8	080810943	080812088	uc009mjb.1	Gab1	-	+68964	Mus musculus growth factor receptor bound protein 2-associated protein 1 (Gab1), mRNA.	NA	NA
5'UTR	chr8	080878958	080881214	uc009mjb.1	Gab1	-	+0393	Mus musculus growth factor receptor bound protein 2-associated protein 1 (Gab1), mRNA.	NA	NA
5'UTR	chr8	081013663	081015962	uc009mjd.1	Usp38	-	+0094	Mus musculus ubiquitin specific peptidase 38 (Usp38), mRNA.	NA	NA
Intron	chr8	081636235	081636825	uc009mjg.1	Inpp4b	+	+293975	Mus musculus inositol polyphosphate-4-phosphatase, type II (Inpp4b), mRNA.	NA	NA
5'UTR	chr8	082401150	082403608	uc009mjl.2	Il15	-	+0207	Mus musculus interleukin 15 (Il15), transcript variant 2, mRNA.	NA	NA
Intron	chr8	082773509	082774550	uc009mjp.1	Zfp330	-	+0097	Mus musculus zinc finger protein 330 (Zfp330), mRNA.	NA	NA
Exon/CD	chr8	082863605	082864496	uc009mjt.2	Rnf150	+	+0695	Mus musculus ring finger protein 150 (Rnf150), mRNA.	NA	NA
5'UTR	chr8	083165364	083166391	uc009mjv.2	Tbc1d9	+	+0526	Mus musculus TBC1 domain family, member 9 (Tbc1d9), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	083331834	083333047	uc009mka.2	Elmod2	-	+0046	Mus musculus ELMO/CED-12 domain containing 2 (Elmod2), transcript variant 2, mRNA.	NA	NA
Intron	chr8	083442051	083442434	uc009mkh.1	Scoc	-	+16149	Mus musculus short coiled-coil protein (Scoc), transcript variant 1, mRNA.	NA	NA
Intron	chr8	083566666	083567238	uc009mkk.1	Ndufb7	+	+0195	Mus musculus NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7 (Ndufb7), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	083584746	083585950	uc009mkm.2	Tecr	-	+9143	Mus musculus trans-2,3-enoyl-CoA reductase (Tecr), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	083593665	083595192	uc009mkm.2	Tecr	-	+0063	Mus musculus trans-2,3-enoyl-CoA reductase (Tecr), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	083607353	083609049	uc009mkp.2	Dnajb1	+	+0027	Mus musculus DnaJ (Hsp40) homolog, subfamily B, member 1 (Dnajb1), mRNA.	NA	NA
Intron	chr8	083652099	083653545	uc009mkr.1	Gipc1	+	+0145	Mus musculus GIPC PDZ domain containing family, member 1 (Gipc1), mRNA.	NA	NA
Intron	chr8	083697180	083699604	uc009mkx.2	Pkn1	-	+0787	Mus musculus protein kinase N1 (Pkn1), transcript variant 2, mRNA.	NA	NA
5'UTR	chr8	083714804	083715831	uc009mla.2	Ddx39	+	+0141	Mus musculus DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 (Ddx39), mRNA.	NA	NA
Intron	chr8	083737605	083742940	uc009mlc.2	Cd97	-	+1039	Mus musculus CD97 antigen (Cd97), transcript variant 1, mRNA.	NA	NA
Intron	chr8	083737605	083742940	uc009mlc.2	Cd97	-	+1039	Mus musculus CD97 antigen (Cd97), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	083899396	083900986	uc009mlh.2	Lphn1	+	+0094	Mus musculus latrophilin 1 (Lphn1), mRNA.	NA	NA
Intron	chr8	083915243	083916031	uc009mlh.2	Lphn1	+	+15540	Mus musculus latrophilin 1 (Lphn1), mRNA.	NA	NA
Intron	chr8	083954536	083955260	uc009mlj.1	AK157878	-	+0307	Mus musculus adult inner ear cDNA, RIKEN full-length enriched library, clone:F930003C09 product:hypothetical protein, full insert sequence.	NA	NA
Intron	chr8	083963463	083963945	uc009mlk.1	Asf1b	+	+8011	Mus musculus ASF1 anti-silencing function 1 homolog B (S. cerevisiae) (Asf1b), mRNA.	NA	NA
Intron	chr8	083964254	083965320	uc009mlk.1	Asf1b	+	+9094	Mus musculus ASF1 anti-silencing function 1 homolog B (S. cerevisiae) (Asf1b), mRNA.	NA	NA
Upstream	chr8	083970824	083973644	uc009mll.2	Prkaca	+	-0743	Mus musculus protein kinase, cAMP dependent, catalytic, alpha (Prkaca), mRNA.	NA	NA
Upstream	chr8	083996520	083997994	uc009mln.1	Samd1	+	-0414	Mus musculus sterile alpha motif domain containing 1 (Samd1), mRNA.	NA	NA
Intron	chr8	083998385	084000103	uc009mln.1	Samd1	+	+1573	Mus musculus sterile alpha motif domain containing 1 (Samd1), mRNA.	NA	NA
Intron	chr8	084001982	084005474	uc012ggu.1	1700067K01Rik	+	+2023	Mus musculus RIKEN cDNA 1700067K01 gene (1700067K01Rik), mRNA.	NA	NA
Upstream	chr8	084065841	084066498	uc009mlv.2	Rfx1	+	-0666	Mus musculus regulatory factor X, 1 (influences HLA class II expression) (Rfx1), mRNA.	NA	NA
Intron	chr8	084066815	084068007	uc009mlv.2	Rfx1	+	+0576	Mus musculus regulatory factor X, 1 (influences HLA class II expression) (Rfx1), mRNA.	NA	NA
Exon/CD	chr8	084104485	084104828	uc009mlw.1	Dcaf15	-	+0106	Mus musculus DDB1 and CUL4 associated factor 15 (Dcaf15), mRNA.	NA	NA
Upstream	chr8	084147362	084148341	uc009mma.1	Cc2d1a	-	-0098	Mus musculus coiled-coil and C2 domain containing 1A (Cc2d1a), mRNA.	NA	NA
Exon/CD	chr8	084236044	084237857	uc009mmg.1	Zswim4	-	+0092	Mus musculus zinc finger, SWIM domain containing 4 (Zswim4), mRNA.	NA	NA
Intron	chr8	084249114	084250050	uc009mmh.2	D8Ertd738e	-	+0179	Mus musculus DNA segment, Chr 8, ERATO Doi 738, expressed (D8Ertd738e), mRNA.	NA	NA
Exon/CD	chr8	084256199	084258097	uc009mmi.2	Mri1	-	+0176	Mus musculus methylthioribose-1-phosphate isomerase homolog (S. cerevisiae) (Mri1), mRNA.	NA	NA
Intron	chr8	084269596	084271029	uc009mml.1	Ccdc130	-	+0048	Mus musculus coiled-coil domain containing 130 (Ccdc130), mRNA.	NA	NA
3'UTR	chr8	084659680	084663740	uc009mmr.2	Ier2	-	+1142	Mus musculus immediate early response 2 (Ier2), mRNA.	NA	NA
Upstream	chr8	084664154	084665587	uc009mms.1	AK037841	+	-0257	Mus musculus 16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130053L16 product:unclassifiable, full insert sequence.	NA	NA
5'UTR	chr8	084687296	084688240	uc009mmu.2	Nacc1	-	+0094	Mus musculus nucleus accumbens associated 1, BEN and BTB (POZ) domain containing (Nacc1), mRNA.	NA	NA
Intron	chr8	084689448	084689770	uc009mmv.2	Trmt1	+	+0363	Mus musculus TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae) (Trmt1), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084699126	084699927	uc009mmv.2	Trmt1	+	+10280	Mus musculus TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae) (Trmt1), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	084701349	084702266	uc009mnb.1	Lyl1	+	+0351	Mus musculus lymphoblastomic leukemia 1 (Lyl1), mRNA.	NA	NA
Downstream	chr8	084706310	084708253	uc009mne.1	Nfix	-	+93059	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084710253	084710464	uc009mne.1	Nfix	-	+89982	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084725401	084726033	uc009mne.1	Nfix	-	+74623	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084765471	084766502	uc009mne.1	Nfix	-	+34354	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084770295	084770540	uc009mne.1	Nfix	-	+29923	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084770953	084772202	uc009mne.1	Nfix	-	+28763	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084773114	084774015	uc009mne.1	Nfix	-	+26776	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084786664	084791190	uc009mne.1	Nfix	-	+11413	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084791743	084792996	uc009mne.1	Nfix	-	+7971	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084793321	084795053	uc009mne.1	Nfix	-	+6153	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
Intron	chr8	084798838	084800069	uc009mne.1	Nfix	-	+0887	Mus musculus nuclear factor I/X (Nfix), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	084831528	084832958	uc009mni.2	Dand5	-	+0022	Mus musculus DAN domain family, member 5 (Dand5), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr8	084839674	084841061	uc009mnk.1	Rad23a	-	+0274	Mus musculus RAD23a homolog (S. cerevisiae) (Rad23a), mRNA.	NA	NA
Upstream	chr8	084845792	084848451	uc009mnq.1	AK007237	+	-0126	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700122E12 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr8	084856960	084857532	uc009mnu.2	Farsa	+	+0261	Mus musculus phenylalanyl-tRNA synthetase, alpha subunit (Farsa), mRNA.	NA	NA
Intron	chr8	084891574	084893786	uc009mnx.1	Gcdh	-	+1241	Mus musculus glutaryl-Coenzyme A dehydrogenase (Gcdh), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	NA	NA
Exon/CD	chr8	084902601	084903505	uc009mnz.2	Klf1	+	+1126	Mus musculus Kruppel-like factor 1 (erythroid) (Klf1), mRNA.	NA	NA
Upstream	chr8	084908091	084909408	uc009moc.1	Dnase2a	+	-2586	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:2410038B05 product:unclassifiable, full insert sequence.	NA	NA
3'UTR	chr8	084913071	084913850	uc009moc.1	Dnase2a	+	+2125	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:2410038B05 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr8	084960200	084960609	uc009mok.1	Rnaseh2a	-	+5607	Mus musculus ribonuclease H2, large subunit (Rnaseh2a), mRNA.	NA	NA
Intron	chr8	084965320	084966013	uc009mok.1	Rnaseh2a	-	+0345	Mus musculus ribonuclease H2, large subunit (Rnaseh2a), mRNA.	NA	NA
5'UTR	chr8	084968741	084970616	uc009mom.1	Prdx2	+	+0031	Mus musculus peroxiredoxin 2 (Prdx2), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Exon/CD	chr8	084973085	084982934	uc009mop.1	Junb	-	+0709	Mus musculus Jun-B oncogene (Junb), mRNA.	NA	NA
Exon/CD	chr8	084973085	084982934	uc009mop.1	Junb	-	+0709	Mus musculus Jun-B oncogene (Junb), mRNA.	NA	NA
Exon/CD	chr8	084973085	084982934	uc009mop.1	Junb	-	+0709	Mus musculus Jun-B oncogene (Junb), mRNA.	NA	NA
Upstream	chr8	084989090	084990896	uc009mor.2	Hook2	+	-0601	Mus musculus hook homolog 2 (Drosophila) (Hook2), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr8	085024882	085025569	uc009mox.1	Asna1	-	+0053	Mus musculus arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) (Asna1), mRNA.	NA	NA
Exon/CD	chr8	085026513	085027699	uc009moy.1	2310036O22Rik	+	+0274	Mus musculus RIKEN cDNA 2310036O22 gene (2310036O22Rik), mRNA.	NA	NA
Upstream	chr8	085034585	085038350	uc009moz.2	Tnpo2	+	-0447	Mus musculus transportin 2 (importin 3, karyopherin beta 2b) (Tnpo2), transcript variant 1, mRNA.	NA	NA
Intron	chr8	085059672	085067341	uc009mpd.1	Fbxw9	+	+3388	Mus musculus F-box and WD-40 domain protein 9 (Fbxw9), mRNA.	NA	NA
Upstream	chr8	085069762	085072517	uc009mpf.1	Dhps	+	-0617	Mus musculus deoxyhypusine synthase (Dhps), mRNA.	NA	NA
Intron	chr8	085077326	085077655	uc009mph.1	Wdr83	-	+3256	Mus musculus WD repeat domain containing 83 (Wdr83), mRNA.	NA	NA
5'UTR	chr8	085079896	085081510	uc009mph.1	Wdr83	-	+0043	Mus musculus WD repeat domain containing 83 (Wdr83), mRNA.	NA	NA
5'UTR	chr8	085082823	085083769	uc009mpk.1	Man2b1	+	+0028	Mus musculus mannosidase 2, alpha B1 (Man2b1), mRNA.	NA	NA
Intron	chr8	085119140	085119758	uc009mpl.1	Zfp791	-	+3646	Mus musculus zinc finger protein 791 (Zfp791), mRNA.	NA	NA
Upstream	chr8	085298812	085300290	uc009mpo.1	Vps35	-	-0054	Mus musculus vacuolar protein sorting 35 (Vps35), mRNA.	NA	NA
Upstream	chr8	085381349	085382763	uc009mpt.1	Mylk3	-	-1078	Mus musculus myosin light chain kinase 3 (Mylk3), mRNA.	NA	NA
Intron	chr8	085431215	085431607	uc009mpv.2	4921524J17Rik	-	+1430	Mus musculus RIKEN cDNA 4921524J17 gene (4921524J17Rik), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	085432001	085434139	uc009mpv.2	4921524J17Rik	-	-0229	Mus musculus RIKEN cDNA 4921524J17 gene (4921524J17Rik), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	085432001	085434139	uc009mpv.2	4921524J17Rik	-	-0229	Mus musculus RIKEN cDNA 4921524J17 gene (4921524J17Rik), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	085435931	085436410	uc009mpv.2	4921524J17Rik	-	-3329	Mus musculus RIKEN cDNA 4921524J17 gene (4921524J17Rik), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	085486766	085497223	uc009mpy.1	Gpt2	+	-0622	Mus musculus glutamic pyruvate transaminase (alanine aminotransferase) 2 (Gpt2), mRNA.	NA	NA
Upstream	chr8	085486766	085497223	uc009mpy.1	Gpt2	+	-0622	Mus musculus glutamic pyruvate transaminase (alanine aminotransferase) 2 (Gpt2), mRNA.	NA	NA
Upstream	chr8	085486766	085497223	uc009mpy.1	Gpt2	+	-0622	Mus musculus glutamic pyruvate transaminase (alanine aminotransferase) 2 (Gpt2), mRNA.	NA	NA
Intron	chr8	085506215	085506735	uc009mpy.1	Gpt2	+	+13859	Mus musculus glutamic pyruvate transaminase (alanine aminotransferase) 2 (Gpt2), mRNA.	NA	NA
Upstream	chr8	085554324	085558502	uc009mqb.1	AK163592	-	-1045	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930106C18 product:unclassifiable, full insert sequence.	NA	NA
5'UTR	chr8	085840183	085841917	uc009mqj.1	Phkb	+	+0049	Mus musculus phosphorylase kinase beta (Phkb), mRNA.	NA	NA
Intron	chr8	085871387	085872497	uc009mqj.1	Phkb	+	+30941	Mus musculus phosphorylase kinase beta (Phkb), mRNA.	NA	NA
